match_date,team1,team2,winner,margin,ground,scorecard,team1_mahadasha_lord,team1_mahadasha_lord_dignity,team1_mahadasha_lord_score,team1_antardasha_lord,team1_antardasha_lord_dignity,team1_antardasha_lord_score,team1_agreement_classification,team1_moon_rashi,team1_moon_nakshatra,team2_mahadasha_lord,team2_mahadasha_lord_dignity,team2_mahadasha_lord_score,team2_antardasha_lord,team2_antardasha_lord_dignity,team2_antardasha_lord_score,team2_agreement_classification,team2_moon_rashi,team2_moon_nakshatra
2016-07-02,England,Sri Lanka,England,122 runs,Cardiff,ODI # 3758,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,mars,NEUTRAL,-0.5,mars,NEUTRAL,-0.5,Insufficient,Vrischika,Anuradha
2016-07-12,Ireland,Afghanistan,Afghanistan,39 runs,Belfast,ODI # 3761,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2016-07-14,Ireland,Afghanistan,Ireland,6 wickets,Belfast,ODI # 3762,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2016-07-17,Ireland,Afghanistan,Afghanistan,79 runs,Belfast,ODI # 3763,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2016-07-19,Ireland,Afghanistan,Ireland,12 runs,Belfast,ODI # 3764,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2016-08-18,Ireland,Pakistan,Pakistan,255 runs,Dublin (Malahide),ODI # 3767,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-08-21,Sri Lanka,Australia,Australia,3 wickets,Colombo (RPS),ODI # 3768,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-08-24,Sri Lanka,Australia,Sri Lanka,82 runs,Colombo (RPS),ODI # 3769,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-08-24,England,Pakistan,England,44 runs,Southampton,ODI # 3770,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-08-27,England,Pakistan,England,4 wickets,Lord's,ODI # 3771,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-08-28,Sri Lanka,Australia,Australia,2 wickets,Dambulla,ODI # 3772,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-08-30,England,Pakistan,England,169 runs,Nottingham,ODI # 3773,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-08-31,Sri Lanka,Australia,Australia,6 wickets,Dambulla,ODI # 3774,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-09-01,England,Pakistan,England,4 wickets,Leeds,ODI # 3775,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-09-04,Sri Lanka,Australia,Australia,5 wickets,Pallekele,ODI # 3776,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-09-04,England,Pakistan,Pakistan,4 wickets,Cardiff,ODI # 3777,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-09-25,South Africa,Ireland,South Africa,206 runs,Benoni,ODI # 3780,moon,NEUTRAL,1.5,rahu,N/A,0.5,Tradition-specific,Kumbha,Dhanishta,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra
2016-09-25,Bangladesh,Afghanistan,Bangladesh,7 runs,Mirpur,ODI # 3781,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2016-09-27,Australia,Ireland,Australia,9 wickets,Benoni,ODI # 3782,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra
2016-09-28,Bangladesh,Afghanistan,Afghanistan,2 wickets,Mirpur,ODI # 3783,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2016-09-30,South Africa,Australia,South Africa,6 wickets,Centurion,ODI # 3785,moon,NEUTRAL,1.5,rahu,N/A,0.5,Tradition-specific,Kumbha,Dhanishta,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-01,Bangladesh,Afghanistan,Bangladesh,141 runs,Mirpur,ODI # 3786,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2016-10-02,South Africa,Australia,South Africa,142 runs,Johannesburg,ODI # 3787,moon,NEUTRAL,1.5,rahu,N/A,0.5,Tradition-specific,Kumbha,Dhanishta,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-05,South Africa,Australia,South Africa,4 wickets,Durban,ODI # 3790,moon,NEUTRAL,1.5,rahu,N/A,0.5,Tradition-specific,Kumbha,Dhanishta,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-07,Bangladesh,England,England,21 runs,Mirpur,ODI # 3791,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-10-09,South Africa,Australia,South Africa,6 wickets,Gqeberha,ODI # 3792,moon,NEUTRAL,1.5,rahu,N/A,0.5,Tradition-specific,Kumbha,Dhanishta,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-09,Bangladesh,England,Bangladesh,34 runs,Mirpur,ODI # 3793,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-10-12,Bangladesh,England,England,4 wickets,Chattogram,ODI # 3794,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-10-12,South Africa,Australia,South Africa,31 runs,Cape Town,ODI # 3795,moon,NEUTRAL,1.5,rahu,N/A,0.5,Tradition-specific,Kumbha,Dhanishta,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-16,India,New Zealand,India,6 wickets,Dharamsala,ODI # 3796,moon,OWN_SIGN,1.5,mars,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-20,India,New Zealand,New Zealand,6 runs,Delhi,ODI # 3797,moon,OWN_SIGN,1.5,mars,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-23,India,New Zealand,India,7 wickets,Mohali,ODI # 3798,moon,OWN_SIGN,1.5,mars,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-26,India,New Zealand,New Zealand,19 runs,Ranchi,ODI # 3799,moon,OWN_SIGN,1.5,mars,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-10-29,India,New Zealand,India,190 runs,Visakhapatnam,ODI # 3800,moon,OWN_SIGN,1.5,mars,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-11-14,Zimbabwe,Sri Lanka,Sri Lanka,8 wickets,Harare,ODI # 3804,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha
2016-11-21,Zimbabwe,Sri Lanka,no result,-,Bulawayo,ODI # 3807,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha
2016-11-27,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Bulawayo,ODI # 3810,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,mars,NEUTRAL,-0.5,rahu,N/A,0.5,Tradition-specific,Vrischika,Anuradha
2016-12-04,Australia,New Zealand,Australia,68 runs,Sydney,ODI # 3811,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-12-06,Australia,New Zealand,Australia,116 runs,Canberra,ODI # 3812,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-12-09,Australia,New Zealand,Australia,117 runs,Melbourne,ODI # 3813,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-12-26,New Zealand,Bangladesh,New Zealand,77 runs,Christchurch,ODI # 3814,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada
2016-12-29,New Zealand,Bangladesh,New Zealand,67 runs,Nelson,ODI # 3815,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada
2016-12-31,New Zealand,Bangladesh,New Zealand,8 wickets,Nelson,ODI # 3816,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,ketu,N/A,0.5,venus,NEUTRAL,1.5,Strong,Kumbha,Purva Bhadrapada
